Type,News
Real,Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.
Real,[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.
Real,Medicare began as a public option and now holds 97 percent of the market share.
Real,Photo ID is not required for those who vote by mail.
Real,"Says Milwaukee County Sheriff David Clarke has ""deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work."""
Real,"Says ""if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates."""
Real,A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.
Real,Most Americans live within 50 miles of a nuclear power plant.
Real,Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.
Real,"Chris Christie ""helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage."""
Real,The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.
Real,"Biden is ""one of the least wealthy members of the U.S. Senate."""
Real,Barack Obama's health care bill is nothing new. Mitt Romney signed one just like it four years before.
Real,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.
Real,"More than 27,000 Rhode Island jobs depend on trade with Canada."
Real,Thirty percent of [Sheldon Whitehouse' campaign] money is coming from special interests.
Real,"The ""Buffett rule"" ""raises virtually no money, maybe a day and a half of our borrowing per year."""
Real,Says there have been no cases of wolves killing people in Rocky Mountain states.
Real,Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.
Real,The governors budget proposal reduces the state austerity cut to education to under $500 million for 2016.
Real,"Whether you like to admit it or not, half our general revenue goes to education."
Real,"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years."
Real,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin."""
Real,"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother."""
Real,"To help balance the 2011-13 budget, Gov. Scott Walker used ""a credit card"" approach that ""pushed over $500 million in debt onto our children and our grandchildren"" costing state taxpayers ""more than $150 million in interest."""
Real,"Eleven years ago, the city of Detroit lifted the residency requirement for police officers and today, 53 percent of officers live outside of the city. If we want the tax base of Milwaukee to resemble the tax base of Detroit, this is the way to go."
Real,More than 125 jobs have been created at the Milwaukee Job Corps Center.
Real,"Says Scott Walker ""eliminated his own office of economic development in the middle of this recession."""
Real,"Ive got a 94 percent career voting record in Congress while Bill Nelson has ""a 92 percent voting record."""
Real,"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House."
Real,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.
Real,"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama."
Real,"A small business in my district needed ""31 different permits and fees just to be able to expand."""
Real,I have a very conservative voting record.
Real,"The ""mega-rich"" pay about 15 percent in taxes, while the middle class ""fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot."""
Real,Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.
Real,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage."
Real,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.
Real,"Says, ""Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent."""
Real,Christmas trees are grown in all 50 States.
Real,"Says ""in Oregon today, the average debt upon college graduation is more than $24,000."""
Real,"Says, ""Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average."""
Real,"Says allowing the payroll tax holiday to expire would end up ""costing another estimated 900,000 jobs in 2012."""
Real,Oil companies are able to sell oil that costs no more to produce today than it did one year ago.
Real,Tapping the Strategic Petroleum Reserve would immediately lower gasoline prices
Real,"Says with the ongoing economic downturn, child abuse is on the rise."
Real,90 percent of babies with Down syndrome are aborted.
Real,"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product."
Real,The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.
Real,Georgia has more illegal aliens than the state of Arizona.
Real,"Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese."
Real,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff."
Real,Says Barack Obama has played over 90 rounds of golf as president.
Real,"During ""the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person."""
Real,"Dan Patrick ""called for increasing the gas tax and the state sales tax."""
Real,"Says Dan Patrick ""supported giving a $5,000 taxpayer-funded voucher to every family to buy a car."""
Real,"In altered photo, says Barack Obama wants ""more of Texans private data"" via health care."
Real,Says Ted Cruz represents a Chinese company found guilty of stealing blueprints from an American manufacturer.
Real,Says the Republican  state convention is  actually larger than the Republican National  Convention.
Real,Says the Army is spending $7 million to sponsor a NASCAR team.
Real,Says Texas passed a state Dream Act before any other state.
Real,"The original compromise for the Confederate battle flag in South Carolina ""was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty."""
Real,"Wisconsin's non-discrimination law ""doesn't protect members of the trans-gender community."""
Real,"Says Charlie Crist ""implemented Jeb Bushs A+ Plan."""
Real,"During the George W. Bush period, there were 13 attacks on various embassies and consulates around the world. Sixty people died."
Real,"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for ""every domestic violence agency, every law enforcement agency, thats a no-no."""
Real,The House of Representatives has never sued a sitting president in all of U.S. history.
Real,More than 64 percent of minimum-wage earners are women.
Real,The Capitol was built by slaves.
Real,"House Democrats ""have a two-to-one advantage money-wise"" against House Republicans."
Real,"The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not."
Real,One-third of all bank tellers (are) on public assistance.
Real,Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.
Real,The majority of teams (are) now spending their dollars on the offensive side of the football.
Real,Three of our cities are among the top five worst cities in the U.S. for asthma.
Real,No member of the American public has ever been killed by commercial nuclear power  a record unmatched by other fuels.
Real,Says he has never voted for raising taxes.
Real,The fastest-rising expense in the U.S. Defense Department is health care.
Real,"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research."
Real,Revenues are 15 percent of GDP  its still in the range of the lowest its ever been.
Real,"The deal to raise the federal debt limit created the ""largest debt ceiling increase in Americas history."""
Real,"Says ""an average of $4 billion is added to the national debt"" every day."
Real,"One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent."
Real,"Says the inspector general for the IRS said there was ""no political motivation"" and ""no outside influence"" for targeting of tax-exempt applications from tea party groups"
Real,"Says Hillary Clinton's ""campaign hasn't been clear about when she wiped herserverof her work emails."""
Real,"When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job."
Real,"Says she ""stopped Capital Metro from raising fares for senior and disabled citizens."""
Real,"You can't give a child an aspirin in school without permission. You can't do any kind of medication, but we can secretly take the child off and have an abortion."
Real,"We've had 11,000 attempts to amend the Constitution since 1789."
Real,"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns."
Real,"The tax penalty that the government imposes if you don't buy health insurance ""is lower than it would have cost to buy insurance."""
Real,Says Gov. Rick Scott cut state funding for PBS.
Real,"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment."
Real,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget
Real,Wisconsin lost more jobs over the past 12 months than any other state.
Real,"While the United States has seen its unemployment rate steadily decline, New Jersey's remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York."
Real,"New Jersey has lost over half of our pharmaceutical jobs to states you know, not low-tax states like in the South, but high-tax states like New York."
Real,"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 1964."
Real,"Says Chris Christie created ""this new category where you could get laid off and just be totally denied unemployment benefits forever."""
Real,"Emergency rooms account for ""2 percent of all health care spending."""
Real,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down."
Real,McCain got more money from Airbus' U.S. executives than any other politician.
Real,"Says Rick Scotts proposal for election reform ""only mandates 48 hours of early voting."""
Real,"On military recruiters at Harvard, Elena Kagan ""took a position and the  Supreme Court ruled unanimously that she was wrong."""
Real,"In 1790, the first Congress, which was packed with framers, required all ship owners to provide medical insurance for seamen; in 1798, Congress also required seamen to buy hospital insurance for themselves. In 1792, Congress enacted a law mandating that all able-bodied citizens obtain a firearm."
Real,"An amendment inserted by lawmakers into the state budget ""exempts scientific researchers from all state animal cruelty laws."""
Real,"In Massachusetts, ""half of the primary care doctors are not accepting new patients."""
Real,"The state's unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states."
Real,Shaheen votes with Obama 99 percent of the time.
Real,Says Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.
Real,"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012."
Real,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines."
Real,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island."
Real,Says the Senate will have a record number of female senators in 2013.
Real,"If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space."
Real,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.
Real,"We definitely lost way more jobs in Texas this year than we gained  we lost 300,000 jobs in Texas alone this year."
Real,Says taking millionaires off food stamps and unemployment would save $20 million.
Real,"Gov. Rick Perry ""spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month."""
Real,Uses headlines to portray Gov. Rick Perry as beholden to special interests.
Real,"Rhode Island has the ""worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska."""
Real,"The vast, overwhelming majority of [crimes that occur with a firearm] are committed by people who dont legally possess that firearm in the first place."
Real,"The Atlanta Braves are ""the oldest continuously operating professional sports franchise in America."""
Real,"The most private question on this years form asks for an individuals race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington."
Real,This census is also the shortest and least intrusive count in modern history.
Real,"Says Craig Huey called Planned Parenthood a ""murder mill."""
Real,"The CBO found that the House Republican health care plan would lower premiums by ""up to about 10 percent"" and, for purchasers in the individual market, ""those cost savings could even be higher."""
Real,"Says a study shows that children who live with a biological parent and the parent's boyfriend or girlfriend ""have a 20 times greater chance of being sexually abused."""
Real,"When Republicans last controlled the presidency and Congress, ""the number of people on food stamps (and) the number of people in low-income housing went through the roof."""
Real,"Says David Jolly refused ""to cut spending for a national greenhouse in D.C."""
Real,"Says state Senate recall challenger Sandy Pasch voted ""to cut school aid by nearly $300 million."""
Real,Says Donald Trump supports the Wall Street bailout.
Real,"Mayor Barrett saved Milwaukee $25 million, thanks to Gov. Walkers reforms."
Real,"There's no statistical evidence that a waiting period for handgun purchases ""reduces violence whatsoever."""
Real,"In Virginia, ""Medicaid has grown by 1,600 percent in the last 30 years."""
Real,Proposed federal regulations would affect every streetsign in the country
Real,Half of Oregon university students are on Pell Grants.
Real,I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...
Real,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel."
Real,(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.
Real,"Says Time magazine called him ""one of America's best governors."""
Real,"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13."
Real,"MikeHuckabee.com gets ""more hits than virtually any other presidential candidate."""
Real,He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.
Real,"Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income."
Real,"I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country."
Real,Sixty-one percent of our active military are currently listed as overweight.
Real,"Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he ""votes about 66 percent with his own party."""
Real,David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.
Real,Over the past five years the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees.
Real,"The Providence Economic Development Partnership . . .which you [Cicilline] chaired, loaned $103,000 in taxpayer funds to one of your campaign workers. The worker never paid back the loan."
Real,"The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe  essentially, it would be Wisconsins biggest taxpayer."
Real,Animal abuse is often an indicative trait of future acts of violence against humans.
Real,"Says businesses ""already pay most of the taxes."""
Real,Austin has more lobbyists working for it than any other municipality in Texas.
Real,(John McCain) was even mentioned as a running mate with John Kerry.
Real,"John McCain ""voted against the Bush tax cuts, both times."""
Real,"Under Gov. Tom Corbett, ""Pennsylvania ranks 49th in job creation."""
Real,Wisconsin is below the national average in wage growth and job growth.
Real,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate."
Real,Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.
Real,"In Florida, ""the number of voters who now register as other has grown by a million in the last 10 years. Compare that with the Democrats, who only grew by 300,000 and the Republicans who grew by just 200,000."""
Real,White people control almost 90 percent of the nation's wealth.
Real,The United States already has the highest corporate tax rate in the world.
Real,"Says ""in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union."""
Real,"Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation ""to limit federal funding for abortion to victims of forcible rape."""
Real,"If you're earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax."
Real,Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.
Real,We have a governor who's vetoed measures like increasing our minimum wage and restoring the earned income tax cut.
Real,Says Fox News gave Republicansenators twice the air time as Democrats during a hearing about theIslamic State.
Real,"The economy is ""creating jobs at the fastest pace since 1999."""
Real,America is No. 1one in oil and gas.
Real,"Over the past five years, the American automobile industry has ""created about 500,000 new jobs."""
Real,"We're spending millions for each individual held at Guantanamo Bay, Cuba."
Real,We cut our deficits by more than half.
Real,"During Lyndon B. Johnsons first 20 years in Congress, ""he opposed every civil rights measure that came up for a vote."""
Real,"Every four minutes, another American home or business goes solar."
Real,"There is ""more oil produced at home than we buy from the rest of the world  the first time thats happened in nearly 20 years."""
Real,"During the past four years, ""average wages have barely budged."""
Real,"For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world."
Real,"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family."
Real,A million people  could get health insurance right away if Texas expanded Medicaid under Obamacare.
Real,We now sell more products made in America to the rest of the world than ever before.
Real,"Says ""our deficits are falling at the fastest rate in 60 years."""
Real,"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged."
Real,"A bipartisan background check amendment ""outlawed any (gun) registry. Plain and simple, right there in the text."""
Real,The NRA used to support expanded background checks.
Real,The 12 hottest years on record have come in the last 15 years.
Real,"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three."
Real,"A majority of Americans agree with a ban on assault weapons. ""And by the way, so did Ronald Reagan."""
Real,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.
Real,"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage."""
Real,"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, This plant kills."""
Real,"The federal tax code has ""loopholes that are giving incentives for companies that are shipping jobs overseas."""
Real,Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.
Real,"After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years."
Real,Mitt Romney says class sizes dont matter.
Real,"Says Mitt Romney ""wants to end tax credits for wind producers."""
Real,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.
Real,"Says Mitt Romney had millions in the Cayman Islands, a tax haven."
Real,"Says Mitt Romney ""had millions in a Swiss bank account."""
Real,"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country."""
Real,"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some."""
Real,"98 percent of American families make ""under $250,000 a year."""
Real,Republicans in Congress refuse to list a single tax loophole they are willing to close.
Real,"Last year, ""Exxon pocketed nearly $4.7 million every hour."""
Real,"President Barack Obama ""reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011."""
Real,"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity."
Real,Says he eliminated an EPA rule that treated spilled milk like it was oil.
Real,"For ""the average middle-class family, your taxes today are lower than when I took office."""
Real,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing."""
Real,The deficit was on track to top $1 trillion the year I took office.
Real,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.
Real,Young veterans have a higher unemployment rate than people who didnt serve.
Real,The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.
Real,"The Border Patrol has 20,000 agents  more than twice as many as there were in 2004."
Real,Foreign aid makes up about 1 percent of our entire budget.
Real,"The United States has ""one of the highest corporate tax rates in the world."""
Real,Two years after the worst recession most of us have ever known ... corporate profits are up.
Real,"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law."
Real,Most of the jobs that we lost were lost before the economic policies we put in place had any effect.
Real,There's a big chunk of the country that thinks that I have been too soft on Wall Street.
Real,The unemployment rate for folks who've never gone to college is almost double what it is for those who have.
Real,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings."""
Real,We cut taxes for 95 percent of working families.
Real,History tells us that job growth always lags behind economic growth.
Real,FDR was called a socialist and a communist.
Real,"Mathematically, the White Sox can still get in the playoffs."
Real,"The claim ... that we plan to set up panels of bureaucrats with the power to  kill off senior citizens ... is a lie, plain and simple."
Real,"If you ""already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have."""
Real,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices."""
Real,"In the first round of repayments from financial institutions that received TARP money, ""the government has actually turned a profit."""
Real,Nobody has ever escaped from one of our federal 'supermax' prisons.
Real,"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu."
Real,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year."""
Real,2008 was the deadliest year of the war (in Afghanistan) for American forces.
Real,Warren (Buffett) still does support me.
Real,Teddy Roosevelt first called for (health care) reform nearly a century ago.
Real,We are making the largest investment in education in our nations history.
Real,Putting three Republicans in my Cabinet...is unprecedented.
Real,"Medicare spends ""$15-billion a year on subsidies to insurance companies."""
Real,"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan."
Real,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it."""
Real,"Two years ago...I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them [subprime lending] is something we have to deal with."
Real,"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget."
Real,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes."
Real,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks."
Real,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000."
Real,"Obama's tax plan cuts taxes ""for 95 percent of all working families."""
Real,John McCain said last year he didn't know of a solution to the mortgage crisis.
Real,John McCain has voted with George Bush 90 percent of the time.
Real,"Today, we import triple the amount of oil than we had on the day Senator McCain took office."
Real,"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq)."
Real,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government."
Real,McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' 
Real,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."
Real,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.
Real,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months."""
Real,Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.
Real,McCain has switched to Obama's position on more troops to Afghanistan.
Real,"For at least a year now, I have called for two additional brigades, perhaps three."
Real,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons."""
Real,"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position."
Real,"More than half of all black children live in single-parent households, a number that has doubled  doubled  since we were children."
Real,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay."""
Real,John McCain decided to stand with George Bush 95 percent of the time (last year).
Real,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate."""
Real,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """
Real,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign."""
Real,"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists."
Real,NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.
Real,"Hillary Clinton has taken over $800,000 from lobbyists."
Real,"The United States is ""seeing greater income inequality now than any time since the 1920s."""
Real,Iraq is costing each household about $100 a month.
Real,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.
Real,I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.
Real,Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.
Real,"Clinton said ""great things about NAFTA until she started running for president."""
Real,"He's been endorsed by ""every major newspaper here in the state of Texas."""
Real,We send a billion dollars to foreign countries every day because of our addiction to foreign oil.
Real,"Hillary Clinton ""starts off with 47 percent of the country against her."""
Real,Sen. Obama has always had a 100 percent prochoice rating.
Real,"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq."""
Real,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions."""
Real,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart."
Real,"I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way."
Real,I opposed this war from the beginning. I opposed the war in 2002.  I opposed the war in 2003.  I opposed it in 2004 and 2005 and 2006.
Real,"Obama ""won health care for 150,000 people."""
Real,Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way.
Real,"Since 2009, ""we've cut homelessness (among veterans) by a third."""
Real,We've cut the deficit by two-thirds.
Real,"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years."
Real,"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel."
Real,"SaysLoretta Lynchs nomination ""has been now sitting there longer than the previous seven attorney general nominees combined."""
Real,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.
Real,"The Affordable Care Act is ""a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals."""
Real,Nearly one in five women in America has been a victim of rape or attempted rape.
Real,America is No. 1 in wind power.
Real,Our unemployment rate is now lower than it was before the financial crisis.
Real,"The United States is ""the only advanced country on Earth"" that doesnt guarantee ""paid maternity leave to our workers."""
Real,"We've seen ""our deficits cut by two-thirds."""
Real,"Today, home sales are up nearly 50 percent from where they were in the worst of the crisis."
Real,Weve doubled the production of clean energy.
Real,Factories are opening their doors at the fastest pace in almost two decades.
Real,"Since the United States began negotiations with Iran, ""that's probably the first year and a half in which Iran has not advanced its nuclear program in the last decade."""
Real,"We are younger than our competitors, and this is entirely because of immigration."
Real,"Wisconsin Republicans ""repealed a statewide fair pay law"" that made ""sure women are treated fairly on the job."""
Real,You cannot get (Ebola) from just riding on a plane or bus.
Real,"The cost of ""health care is now the single-biggest factor driving down"" the federal budget deficit."
Real,We've recovered (from the recession) faster and come farther than almost any other advanced country on Earth.
Real,"In 31 states, decent child care costs more than college tuition."
Real,The United States is the only developed country in the world without paid maternity leave.
Real,When I talk about (raising the) minimum wage ... half of Republicansagree with it.
Real,"Fewer black and Latino men participate in the labor force, compared to young white men."
Real,Most folks wages havent gone up in over a decade.
Real,"Women ""make 77 cents for every dollar a man earns."""
Real,"For the first time in over a decade, business leaders around the world have declared that China is no longer the worlds No. 1 place to invest; America is."
Real,The federal minimum wage is worth about 20 percent less than it was when Ronald Reagan gave his first address to a joint session of Congress.
Real,"Thanks in part to our all-of-the-above strategy for American energy, the United States generates ""more natural gas than anybody."""
Real,"Due to Obamacare, Arkansas ""has covered almost 14 percent of its uninsured already."""
Real,"Nearly 6 in 10 uninsured Americans""can get health insurance for what may be the equivalent of your cell phone bill."""
Real,Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.
Real,"At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls."
Real,Up to half of all Americans have a pre-existing condition.
Real,"This year, we're off to our best private-sector jobs growth since 1999."
Real,"The minimum wage is ""lower right now than it was when Ronald Reagan took office."""
Real,"As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were days where folks couldn't go outside.  because of all the pollution in the air."""
Real,"Long-term federal investment in U.S. airports is urgent because ""there was a recent survey of the top airports  in the world, and there was not a single U.S. airport that came in the top 25."""
Real,"A ""wide majority of NRA households ... supported this legislation"" on gun background checks."
Real,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.
Real,"The sequester ""wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions."""
Real,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.
Real,"Says ""overwhelming majorities of Americans"" support gun legislation ""like background checks."""
Real,"Says ""Mitt Romneys plan rolls back regulations"" on banks."
Real,We got back every dime used to rescue the banks.
Real,"Says Mitt Romney ""just gave a speech a few weeks ago"" and said ""we should still have troops in Iraq."""
Real,George Bush never suggested that we eliminate funding for Planned Parenthood.
Real,Says Mitt Romney refused to say whether he'd sign the Lilly Ledbetter bill.
Real,"Romney ""would turn Medicare into a voucher program."""
Real,"Chinese tire imports threatened 1,000 American jobs, so President Obama ""stood up to China and protected American workers. Mitt Romney attacked Obama's decision."""
Real,Taxes are lower on families than they've been probably in the last 50 years.
Real,Even today part of Romneys fortune is invested in China.
Real,Says Romney called Russia our No. 1 enemy.
Real,"I've cut taxes for ... middle-class families, small businesses."
Real,"Says under the Romney-Ryan budget ... ""the American Opportunity Tax Credit for college tuition would be eliminated."""
Real,"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year."
Real,"Says that as Massachusetts governor, Mitt Romney ""condemned coal-fired plants, saying they kill people."""
Real,"Says Mitt Romney and Paul Ryan ""want to turn Medicare into a voucher system."""
Real,"Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year."""
Real,Gov. Romney's plan would cut taxes for the folks at the very top.
Real,The federal government has made investments in science and technology inventing the products that led to the creation of Google.
Real,"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year."
Real,"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics."""
